doc_id,Disease,Question
3315,Lẹo Mắt,"Tôi hay bị xung huyết xung quanh mụt, chảy nước mắt, và cộm mắt. Tôi có thể đang bị bệnh gì?
"
3316,Lẹo Mắt,"Tôi cảm thấy sốt, có vùng nhỏ màu vàng nhô trên mụt, và phù nề. Tôi có thể đang bị bệnh gì?
"
3317,Lẹo Mắt,"Tôi đang gặp phải tình trạng mụn chai cứng, chảy nước mắt, và viêm. Tôi có thể đang bị bệnh gì?
"
3318,Lẹo Mắt,"Tôi hay bị xung huyết xung quanh mụt, sốt, và ớn lạnh. Tôi có thể đang bị bệnh gì?
"
3319,Lẹo Mắt,"Tôi cảm thấy mụn mủ ở gốc lông mi, cộm mắt, và phù nề. Tôi có thể đang bị bệnh gì?"
3320,Lệch Vách Ngăn Mũi,"Tôi hiện đang có các triệu chứng như nghẹt mũi. Tôi có thể đang bị bệnh gì?
"
3321,Lệch Vách Ngăn Mũi,"Tôi đang cảm thấy đau đầu. Tôi có thể đang bị bệnh gì?
"
3322,Lệch Vách Ngăn Mũi,"Tôi hay bị viêm mũi, viêm xoang thường xuyên. Tôi có thể đang bị bệnh gì?
"
3323,Lệch Vách Ngăn Mũi,"Tôi đang gặp triệu chứng chảy máu mũi thường xuyên. Tôi có thể đang bị bệnh gì?
"
3324,Lệch Vách Ngăn Mũi,"Tôi bị ngủ ngáy. Tôi có thể đang bị bệnh gì?
"
3325,Lệch Vách Ngăn Mũi,"Tôi cảm thấy giảm độ nhạy khứu giác. Tôi có thể đang bị bệnh gì?
"
3326,Lệch Vách Ngăn Mũi,"Tôi chỉ nằm ngủ ngon theo một hướng. Tôi có thể đang bị bệnh gì?
"
3327,Lệch Vách Ngăn Mũi,"Tôi bị khô ở một bên mũi. Tôi có thể đang bị bệnh gì?
"
3328,Lệch Vách Ngăn Mũi,"Tôi bị chảy nước mũi sau. Tôi có thể đang bị bệnh gì?
"
3329,Lệch Vách Ngăn Mũi,"Tôi nghe thấy tiếng ồn khi hít vào hoặc thở ra. Tôi có thể đang bị bệnh gì?
"
3330,Lệch Vách Ngăn Mũi,"Tôi thở ồn ào khi ngủ. Tôi có thể đang bị bệnh gì?
"
3331,Lệch Vách Ngăn Mũi,"Tôi đã từng bị chấn thương mũi. Tôi có thể đang bị bệnh gì?
"
3332,Lệch Vách Ngăn Mũi,"Tôi sinh ra đã có vách ngăn mũi lệch. Tôi có thể đang bị bệnh gì?
"
3333,Lệch Vách Ngăn Mũi,"Tôi bị dị ứng. Tôi có thể đang bị bệnh gì?
"
3334,Lệch Vách Ngăn Mũi,"Tôi bị polyp mũi. Tôi có thể đang bị bệnh gì?
"
3335,Lệch Vách Ngăn Mũi,"Tôi bị u xơ vòm họng. Tôi có thể đang bị bệnh gì?
"
3336,Lệch Vách Ngăn Mũi,"Tôi bị viêm xoang cấp tính. Tôi có thể đang bị bệnh gì?
"
3337,Lệch Vách Ngăn Mũi,"Tôi bị viêm xoang mãn tính. Tôi có thể đang bị bệnh gì?
"
3338,Lệch Vách Ngăn Mũi,"Tôi bị nhiễm trùng đường hô hấp trên. Tôi có thể đang bị bệnh gì?
"
3339,Lệch Vách Ngăn Mũi,Tôi bị hen suyễn. Tôi có thể đang bị bệnh gì?
3340,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như lỗ tiểu nằm thấp hơn bình thường và tia nước tiểu bị lệch xuống dưới. Tôi có thể đang bị bệnh gì?
"
3341,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy khó khăn khi tiểu đứng và dương vật bị cong khi cương cứng. Tôi có thể đang bị bệnh gì?
"
3342,Lỗ Tiểu Lệch Thấp,"Tôi hay bị són tiểu, tia nước tiểu yếu và bắn ra sau. Tôi có thể đang bị bệnh gì?
"
3343,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như da quy đầu thiếu ở mặt bụng và thừa ở mặt lưng. Tôi có thể đang bị bệnh gì?
"
3344,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy tự ti về hình dáng của dương vật và khó khăn khi đi tiểu. Tôi có thể đang bị bệnh gì?
"
3345,Lỗ Tiểu Lệch Thấp,"Tôi hay bị viêm nhiễm đường tiết niệu và khó khăn khi tiểu đứng. Tôi có thể đang bị bệnh gì?
"
3346,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như lỗ tiểu nằm gần gốc dương vật và tia nước tiểu bị lệch. Tôi có thể đang bị bệnh gì?
"
3347,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy khó khăn khi đi tiểu và dương vật bị cong khi cương cứng. Tôi có thể đang bị bệnh gì?
"
3348,Lỗ Tiểu Lệch Thấp,"Tôi hay bị són tiểu, tia nước tiểu yếu và bắn ra nhiều hướng. Tôi có thể đang bị bệnh gì?
"
3349,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như da quy đầu thiếu ở mặt bụng và thừa ở mặt lưng, kèm theo tinh hoàn ẩn. Tôi có thể đang bị bệnh gì?
"
3350,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy tự ti về hình dáng của dương vật và khó khăn khi đi tiểu đứng. Tôi có thể đang bị bệnh gì?
"
3351,Lỗ Tiểu Lệch Thấp,"Tôi hay bị viêm nhiễm đường tiết niệu và tiểu buốt. Tôi có thể đang bị bệnh gì?
"
3352,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như lỗ tiểu nằm thấp, tia nước tiểu yếu và bắn ra sau. Tôi có thể đang bị bệnh gì?
"
3353,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy khó khăn khi đi tiểu đứng và dương vật bị cong khi cương cứng. Tôi có thể đang bị bệnh gì?
"
3354,Lỗ Tiểu Lệch Thấp,"Tôi hay bị són tiểu, tia nước tiểu bắn ra nhiều hướng và khó kiểm soát. Tôi có thể đang bị bệnh gì?
"
3355,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như da quy đầu thiếu ở mặt bụng và thừa ở mặt lưng, kèm theo thoát vị bẹn. Tôi có thể đang bị bệnh gì?
"
3356,Lỗ Tiểu Lệch Thấp,"Tôi đang cảm thấy tự ti về hình dáng của dương vật và gặp khó khăn khi vệ sinh. Tôi có thể đang bị bệnh gì?
"
3357,Lỗ Tiểu Lệch Thấp,"Tôi hay bị viêm nhiễm đường tiết niệu và tiểu rắt. Tôi có thể đang bị bệnh gì?
"
3358,Lỗ Tiểu Lệch Thấp,"Tôi hiện đang có các triệu chứng như lỗ tiểu nằm gần gốc dương vật, tia nước tiểu yếu và bắn ra sau. Tôi có thể đang bị bệnh gì?
"
3359,Lỗ Tiểu Lệch Thấp,Tôi đang cảm thấy khó khăn khi đi tiểu đứng và dương vật bị cong khi cương cứng. Tôi có thể đang bị bệnh gì?
3360,Lỵ Amip,"Tôi hiện đang có các triệu chứng như đau bụng, tiêu chảy và phân lỏng. Tôi có thể đang bị bệnh gì?
"
3361,Lỵ Amip,"Tôi đang cảm thấy buồn nôn và sốt kèm theo đau bụng. Tôi có thể đang bị bệnh gì?
"
3362,Lỵ Amip,"Tôi hay bị đau bụng và tiêu chảy, đặc biệt sau khi đi du lịch đến vùng vệ sinh kém. Tôi có thể đang bị bệnh gì?
"
3363,Lỵ Amip,"Tôi hiện đang có các triệu chứng như chảy máu trực tràng và phân lỏng. Tôi có thể đang bị bệnh gì?
"
3364,Lỵ Amip,"Tôi đang cảm thấy mệt mỏi và sốt, kèm theo tiêu chảy kéo dài. Tôi có thể đang bị bệnh gì?
"
3365,Lỵ Amip,"Tôi hay bị đau bụng âm ỉ và tiêu chảy ra máu. Tôi có thể đang bị bệnh gì?
"
3366,Lỵ Amip,"Tôi hiện đang có các triệu chứng như buồn nôn, sốt và phân có máu. Tôi có thể đang bị bệnh gì?
"
3367,Lỵ Amip,"Tôi đang cảm thấy đầy bụng, khó tiêu và tiêu chảy liên tục. Tôi có thể đang bị bệnh gì?
"
3368,Lỵ Amip,"Tôi hay bị đau quặn bụng và tiêu chảy, đặc biệt sau khi ăn uống không đảm bảo vệ sinh. Tôi có thể đang bị bệnh gì?
"
3369,Lỵ Amip,"Tôi hiện đang có các triệu chứng như sốt, phân lỏng và đau quặn bụng. Tôi có thể đang bị bệnh gì?
"
3370,Lỵ Amip,"Tôi đang cảm thấy mệt mỏi, chán ăn và tiêu chảy kéo dài. Tôi có thể đang bị bệnh gì?
"
3371,Lỵ Amip,"Tôi hay bị đau bụng, đi ngoài ra máu và có cảm giác mót rặn. Tôi có thể đang bị bệnh gì?
"
3372,Lỵ Amip,"Tôi hiện đang có các triệu chứng như sốt cao, phân lỏng và đau bụng dữ dội. Tôi có thể đang bị bệnh gì?
"
3373,Lỵ Amip,"Tôi đang cảm thấy buồn nôn, nôn và đi ngoài ra máu. Tôi có thể đang bị bệnh gì?
"
3374,Lỵ Amip,"Tôi hay bị đau bụng, tiêu chảy và sụt cân không rõ nguyên nhân. Tôi có thể đang bị bệnh gì?
"
3375,Lỵ Amip,"Tôi hiện đang có các triệu chứng như phân có nhầy máu, đau bụng và sốt nhẹ. Tôi có thể đang bị bệnh gì?
"
3376,Lỵ Amip,"Tôi đang cảm thấy mệt mỏi, chán ăn và đi ngoài phân lỏng nhiều lần trong ngày. Tôi có thể đang bị bệnh gì?
"
3377,Lỵ Amip,"Tôi hay bị đau bụng âm ỉ, tiêu chảy kéo dài và sụt cân. Tôi có thể đang bị bệnh gì?
"
3378,Lỵ Amip,"Tôi hiện đang có các triệu chứng như đầy bụng, khó tiêu và tiêu chảy ra máu. Tôi có thể đang bị bệnh gì?
"
3379,Lỵ Amip,"Tôi đang cảm thấy mệt mỏi, đau bụng và đi ngoài phân lỏng có mùi hôi tanh. Tôi có thể đang bị bệnh gì?"
3380,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, đau bụng dưới và chảy máu âm đạo bất thường. Tôi có thể đang bị bệnh gì?
"
3381,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng một bên, buồn nôn và ra máu màu nâu đen. Tôi có thể đang bị bệnh gì?
"
3382,Mang Thai Ngoài Tử Cung,"Tôi hay bị đau bụng âm ỉ, rong huyết và đau vai. Tôi có thể đang bị bệnh gì?
"
3383,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, căng tức ngực và đau bụng dữ dội. Tôi có thể đang bị bệnh gì?
"
3384,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy choáng váng, ngất xỉu và đau bụng đột ngột. Tôi có thể đang bị bệnh gì?
"
3385,Mang Thai Ngoài Tử Cung,"Tôi hay bị ra máu âm đạo bất thường, đau bụng dưới và buồn nôn. Tôi có thể đang bị bệnh gì?
"
3386,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, đau bụng và chảy máu âm đạo kéo dài. Tôi có thể đang bị bệnh gì?
"
3387,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng một bên, chóng mặt và muốn đi tiêu. Tôi có thể đang bị bệnh gì?
"
3388,Mang Thai Ngoài Tử Cung,"Tôi hay bị ra máu màu nâu đen, đau bụng âm ỉ và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
3389,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, căng tức ngực và đau bụng dữ dội kèm theo choáng váng. Tôi có thể đang bị bệnh gì?
"
3390,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng đột ngột, chảy máu âm đạo nhiều và ngất xỉu. Tôi có thể đang bị bệnh gì?
"
3391,Mang Thai Ngoài Tử Cung,"Tôi hay bị ra máu âm đạo bất thường, đau bụng dưới và buồn nôn sau khi quan hệ. Tôi có thể đang bị bệnh gì?
"
3392,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, đau bụng và chảy máu âm đạo kéo dài kèm theo đau vai. Tôi có thể đang bị bệnh gì?
"
3393,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng một bên, chóng mặt và buồn nôn. Tôi có thể đang bị bệnh gì?
"
3394,Mang Thai Ngoài Tử Cung,"Tôi hay bị ra máu màu nâu đen, đau bụng âm ỉ và mệt mỏi kéo dài. Tôi có thể đang bị bệnh gì?
"
3395,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, căng tức ngực và đau bụng dữ dội kèm theo choáng váng và ngất xỉu. Tôi có thể đang bị bệnh gì?
"
3396,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng đột ngột, chảy máu âm đạo nhiều và tụt huyết áp. Tôi có thể đang bị bệnh gì?
"
3397,Mang Thai Ngoài Tử Cung,"Tôi hay bị ra máu âm đạo bất thường, đau bụng dưới và buồn nôn sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
3398,Mang Thai Ngoài Tử Cung,"Tôi hiện đang có các triệu chứng như trễ kinh, đau bụng và chảy máu âm đạo kéo dài kèm theo đau vai và muốn đi tiêu. Tôi có thể đang bị bệnh gì?
"
3399,Mang Thai Ngoài Tử Cung,"Tôi đang cảm thấy đau bụng một bên, chóng mặt và buồn nôn kèm theo ra máu màu nâu đen. Tôi có thể đang bị bệnh gì?"
3400,Metapneumovirus,"Tôi hiện đang có các triệu chứng như ho, nghẹt mũi, sổ mũi và rát họng. Tôi có thể đang bị bệnh gì?
"
3401,Metapneumovirus,"Tôi đang cảm thấy sốt nhẹ và ho. Tôi có thể đang bị bệnh gì?
"
3402,Metapneumovirus,"Tôi hay khò khè và ho có đờm đặc. Tôi có thể đang bị bệnh gì?
"
3403,Metapneumovirus,"Tôi hiện đang có các triệu chứng như khó thở và da tím tái. Tôi có thể đang bị bệnh gì?
"
3404,Metapneumovirus,"Tôi đang cảm thấy sốt cao và có dấu hiệu suy hô hấp. Tôi có thể đang bị bệnh gì?
"
3405,Metapneumovirus,"Tôi hay ho, nghẹt mũi và sốt nhẹ. Tôi có thể đang bị bệnh gì?
"
3406,Metapneumovirus,"Tôi hiện đang có các triệu chứng như rát họng, khò khè và ho có đờm đặc. Tôi có thể đang bị bệnh gì?
"
3407,Metapneumovirus,"Tôi đang cảm thấy khó thở và da tím tái. Tôi có thể đang bị bệnh gì?
"
3408,Metapneumovirus,"Tôi hay sốt cao và ho có đờm đặc. Tôi có thể đang bị bệnh gì?
"
3409,Metapneumovirus,"Tôi hiện đang có các triệu chứng như khò khè, khó thở và có dấu hiệu suy hô hấp. Tôi có thể đang bị bệnh gì?
"
3410,Metapneumovirus,"Tôi đang cảm thấy rát họng, sốt nhẹ và ho. Tôi có thể đang bị bệnh gì?
"
3411,Metapneumovirus,"Tôi hay nghẹt mũi, sổ mũi và khò khè. Tôi có thể đang bị bệnh gì?
"
3412,Metapneumovirus,"Tôi hiện đang có các triệu chứng như ho, sốt cao và khó thở. Tôi có thể đang bị bệnh gì?
"
3413,Metapneumovirus,"Tôi đang cảm thấy rát họng, khò khè và có dấu hiệu suy hô hấp. Tôi có thể đang bị bệnh gì?
"
3414,Metapneumovirus,"Tôi hay nghẹt mũi, sổ mũi và sốt nhẹ. Tôi có thể đang bị bệnh gì?
"
3415,Metapneumovirus,"Tôi hiện đang có các triệu chứng như ho, rát họng và khò khè. Tôi có thể đang bị bệnh gì?
"
3416,Metapneumovirus,"Tôi đang cảm thấy sốt cao, ho có đờm đặc và khó thở. Tôi có thể đang bị bệnh gì?
"
3417,Metapneumovirus,"Tôi hay nghẹt mũi, sổ mũi và có dấu hiệu suy hô hấp. Tôi có thể đang bị bệnh gì?
"
3418,Metapneumovirus,"Tôi hiện đang có các triệu chứng như ho, rát họng và có dấu hiệu suy hô hấp. Tôi có thể đang bị bệnh gì?
"
3419,Metapneumovirus,"Tôi đang cảm thấy sốt nhẹ, khò khè và ho có đờm đặc. Tôi có thể đang bị bệnh gì?"
3420,Mô Vú Dày Đặc,"Tôi hiện đang có các triệu chứng như mô vú dày đặc không đồng nhất. Tôi có thể đang bị bệnh gì?
"
3421,Mô Vú Dày Đặc,"Tôi đang cảm thấy mô vú của tôi cực kỳ dày đặc. Tôi có thể đang bị bệnh gì?
"
3422,Mô Vú Dày Đặc,"Tôi thấy mô vú của tôi có mật độ không đồng nhất, phần lớn là mô đặc. Tôi có thể đang bị bệnh gì?
"
3423,Mô Vú Dày Đặc,"Tôi hay lo lắng về nguy cơ ung thư vú. Tôi có thể đang bị bệnh gì?
"
3424,Mô Vú Dày Đặc,"Tôi đang cảm thấy mô vú của tôi dày và chắc hơn bình thường. Tôi có thể đang bị bệnh gì?
"
3425,Mô Vú Dày Đặc,"Tôi hay đi khám định kỳ và được chẩn đoán mô vú dày đặc. Tôi có thể đang bị bệnh gì?
"
3426,Mô Vú Dày Đặc,"Tôi đang cảm thấy mô vú của tôi khó sờ thấy các khối u nhỏ. Tôi có thể đang bị bệnh gì?
"
3427,Mô Vú Dày Đặc,"Tôi hay tự kiểm tra vú và thấy mô vú dày hơn. Tôi có thể đang bị bệnh gì?
"
3428,Mô Vú Dày Đặc,"Tôi đang cảm thấy lo lắng về kết quả chụp X-quang tuyến vú. Tôi có thể đang bị bệnh gì?
"
3429,Mô Vú Dày Đặc,"Tôi hay bị đau tức ngực trước kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
3430,Mô Vú Dày Đặc,"Tôi hiện đang có các triệu chứng như mô vú được xếp vào loại C theo BI-RADS. Tôi có thể đang bị bệnh gì?
"
3431,Mô Vú Dày Đặc,"Tôi đang cảm thấy mô vú của tôi được xếp vào loại D theo BI-RADS. Tôi có thể đang bị bệnh gì?
"
3432,Mô Vú Dày Đặc,"Tôi thấy mô vú của tôi có mật độ mô đặc nhiều hơn mô mỡ. Tôi có thể đang bị bệnh gì?
"
3433,Mô Vú Dày Đặc,"Tôi hay lo lắng về việc tầm soát ung thư vú. Tôi có thể đang bị bệnh gì?
"
3434,Mô Vú Dày Đặc,"Tôi đang cảm thấy mô vú của tôi thay đổi theo chu kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
3435,Mô Vú Dày Đặc,"Tôi hay đi khám định kỳ và được chẩn đoán mô vú dày đặc không đồng nhất. Tôi có thể đang bị bệnh gì?
"
3436,Mô Vú Dày Đặc,"Tôi đang cảm thấy khó khăn khi tự kiểm tra vú. Tôi có thể đang bị bệnh gì?
"
3437,Mô Vú Dày Đặc,"Tôi hay tự kiểm tra vú và thấy mô vú dày và chắc. Tôi có thể đang bị bệnh gì?
"
3438,Mô Vú Dày Đặc,"Tôi đang cảm thấy lo lắng về nguy cơ mắc bệnh ung thư vú. Tôi có thể đang bị bệnh gì?
"
3439,Mô Vú Dày Đặc,Tôi hay bị đau tức ngực. Tôi có thể đang bị bệnh gì?
3440,Mất Cân Bằng Nội Tiết Tố,"Tôi hiện đang có các triệu chứng như da khô, tóc khô và móng dễ gãy. Tôi có thể đang bị bệnh gì?
"
3441,Mất Cân Bằng Nội Tiết Tố,"Tôi đang cảm thấy mệt mỏi, tăng cân không rõ nguyên nhân và thường xuyên bị táo bón. Tôi có thể đang bị bệnh gì?
"
3442,Mất Cân Bằng Nội Tiết Tố,"Tôi hay bị tê, ngứa tay và mức cholesterol trong máu cao. Tôi có thể đang bị bệnh gì?
"
3443,Mất Cân Bằng Nội Tiết Tố,"Tôi đang gặp phải tình trạng da sẫm màu ở nách và cổ, kèm theo khát nước và tiểu nhiều. Tôi có thể đang bị bệnh gì?
"
3444,Mất Cân Bằng Nội Tiết Tố,"Tôi là nữ và đang có mụn trứng cá nhiều trên mặt, ngực và lưng. Tôi có thể đang bị bệnh gì?
"
3445,Mất Cân Bằng Nội Tiết Tố,"Tôi hay bị nóng trong người và kinh nguyệt không đều. Tôi có thể đang bị bệnh gì?
"
3446,Mất Cân Bằng Nội Tiết Tố,"Tôi gặp phải tình trạng khô âm đạo và giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
3447,Mất Cân Bằng Nội Tiết Tố,"Tôi là nam và đang bị rụng lông trên cơ thể. Tôi có thể đang bị bệnh gì?
"
3448,Mất Cân Bằng Nội Tiết Tố,"Tôi đang gặp vấn đề về rối loạn cương dương. Tôi có thể đang bị bệnh gì?
"
3449,Mất Cân Bằng Nội Tiết Tố,"Tôi thấy ngực mình to bất thường và mất khối lượng cơ bắp. Tôi có thể đang bị bệnh gì?
"
3450,Mất Cân Bằng Nội Tiết Tố,"Tôi thường xuyên cảm thấy lo lắng và trầm cảm. Tôi có thể đang bị bệnh gì?
"
3451,Mất Cân Bằng Nội Tiết Tố,"Tôi không chịu được sự thay đổi nhiệt độ, dễ bị nóng hoặc lạnh. Tôi có thể đang bị bệnh gì?
"
3452,Mất Cân Bằng Nội Tiết Tố,"Tôi bị mỡ phân bố không đều trên cơ thể, đặc biệt là vùng bụng. Tôi có thể đang bị bệnh gì?
"
3453,Mất Cân Bằng Nội Tiết Tố,"Nhịp tim của tôi thường đập nhanh hơn bình thường. Tôi có thể đang bị bệnh gì?
"
3454,Mất Cân Bằng Nội Tiết Tố,"Tôi bị tiêu chảy và đi vệ sinh thường xuyên hơn. Tôi có thể đang bị bệnh gì?
"
3455,Mất Cân Bằng Nội Tiết Tố,"Tôi là nữ và nhận thấy lông trên cơ thể mọc nhiều hơn. Tôi có thể đang bị bệnh gì?
"
3456,Mất Cân Bằng Nội Tiết Tố,"Tôi bị rụng tóc nhiều hơn bình thường. Tôi có thể đang bị bệnh gì?
"
3457,Mất Cân Bằng Nội Tiết Tố,"Tôi là nam và giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
3458,Mất Cân Bằng Nội Tiết Tố,"Tôi thường xuyên cảm thấy mệt mỏi và uể oải. Tôi có thể đang bị bệnh gì?
"
3459,Mất Cân Bằng Nội Tiết Tố,Tôi bị tăng cân đột ngột dù không thay đổi chế độ ăn uống. Tôi có thể đang bị bệnh gì?
3460,Mất Ngủ Kéo Dài,"Tôi hiện đang có các triệu chứng như đau đầu về đêm và khó đi vào giấc ngủ. Tôi có thể đang bị bệnh gì?
"
3461,Mất Ngủ Kéo Dài,"Tôi đang cảm thấy mệt mỏi, chán ăn và thường xuyên thức giấc giữa đêm. Tôi có thể đang bị bệnh gì?
"
3462,Mất Ngủ Kéo Dài,"Tôi hay bị tỉnh giấc sớm vào buổi sáng và không thể ngủ lại được. Tôi có thể đang bị bệnh gì?
"
3463,Mất Ngủ Kéo Dài,"Tôi khó ngủ vào buổi trưa dù cơ thể rất mệt mỏi. Tôi có thể đang bị bệnh gì?
"
3464,Mất Ngủ Kéo Dài,"Tôi đang gặp vấn đề về trí nhớ và khó tập trung. Tôi có thể đang bị bệnh gì?
"
3465,Mất Ngủ Kéo Dài,"Tôi thường xuyên cảm thấy lo lắng và dễ cáu gắt. Tôi có thể đang bị bệnh gì?
"
3466,Mất Ngủ Kéo Dài,"Tôi có nguy cơ bị trầm cảm. Tôi có thể đang bị bệnh gì?
"
3467,Mất Ngủ Kéo Dài,"Tôi thức dậy nhiều lần trong đêm và mỗi lần kéo dài khoảng 30 phút. Tôi có thể đang bị bệnh gì?
"
3468,Mất Ngủ Kéo Dài,"Tôi ngủ dậy mà vẫn cảm thấy mệt mỏi, không tỉnh táo. Tôi có thể đang bị bệnh gì?
"
3469,Mất Ngủ Kéo Dài,"Tôi khó đi vào giấc ngủ và giấc ngủ không sâu. Tôi có thể đang bị bệnh gì?
"
3470,Mất Ngủ Kéo Dài,"Tôi thường xuyên bị đau đầu vào buổi sáng sau khi thức dậy. Tôi có thể đang bị bệnh gì?
"
3471,Mất Ngủ Kéo Dài,"Tôi mất cảm giác ngon miệng và sụt cân. Tôi có thể đang bị bệnh gì?
"
3472,Mất Ngủ Kéo Dài,"Tôi cảm thấy tinh thần uể oải, không muốn làm việc. Tôi có thể đang bị bệnh gì?
"
3473,Mất Ngủ Kéo Dài,"Tôi dễ nổi cáu với người khác và khó kiểm soát cảm xúc. Tôi có thể đang bị bệnh gì?
"
3474,Mất Ngủ Kéo Dài,"Khả năng học tập và làm việc của tôi bị giảm sút. Tôi có thể đang bị bệnh gì?
"
3475,Mất Ngủ Kéo Dài,"Tôi lo lắng về việc mình không thể ngủ được. Tôi có thể đang bị bệnh gì?
"
3476,Mất Ngủ Kéo Dài,"Tôi cảm thấy cơ thể kiệt sức và thiếu năng lượng. Tôi có thể đang bị bệnh gì?
"
3477,Mất Ngủ Kéo Dài,"Tôi ngủ không đủ giấc và thường xuyên buồn ngủ vào ban ngày. Tôi có thể đang bị bệnh gì?
"
3478,Mất Ngủ Kéo Dài,"Tôi gặp khó khăn khi phải thức dậy vào buổi sáng. Tôi có thể đang bị bệnh gì?
"
3479,Mất Ngủ Kéo Dài,Tôi cảm thấy cuộc sống của mình bị ảnh hưởng nghiêm trọng do mất ngủ. Tôi có thể đang bị bệnh gì?
3480,Mất Ngủ Sau Sinh,"Tôi hiện đang có các triệu chứng như khó ngủ vào ban đêm và thức dậy nhiều lần trong đêm. Tôi có thể đang bị bệnh gì?
"
3481,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy mệt mỏi sau khi thức giấc và buồn ngủ ban ngày nhưng không thể ngủ được. Tôi có thể đang bị bệnh gì?
"
3482,Mất Ngủ Sau Sinh,"Tôi hay thức dậy quá sớm và khó ngủ lại. Tôi có thể đang bị bệnh gì?
"
3483,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy khó chịu, dễ cáu gắt và lo lắng. Tôi có thể đang bị bệnh gì?
"
3484,Mất Ngủ Sau Sinh,"Tôi hay lo lắng về giấc ngủ và ngủ không an giấc. Tôi có thể đang bị bệnh gì?
"
3485,Mất Ngủ Sau Sinh,"Tôi hiện đang có các triệu chứng như mệt mỏi, khó tập trung và dễ gây tai nạn. Tôi có thể đang bị bệnh gì?
"
3486,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy trầm cảm và khó ngủ vào ban đêm. Tôi có thể đang bị bệnh gì?
"
3487,Mất Ngủ Sau Sinh,"Tôi hay thức giấc giữa đêm và cảm thấy lo lắng. Tôi có thể đang bị bệnh gì?
"
3488,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy kiệt sức vì khó ngủ và thức dậy nhiều lần trong đêm. Tôi có thể đang bị bệnh gì?
"
3489,Mất Ngủ Sau Sinh,"Tôi hay mơ thấy ác mộng và khó ngủ lại sau khi thức giấc. Tôi có thể đang bị bệnh gì?
"
3490,Mất Ngủ Sau Sinh,"Tôi đang gặp khó khăn trong việc chăm sóc con vì mất ngủ và mệt mỏi. Tôi có thể đang bị bệnh gì?
"
3491,Mất Ngủ Sau Sinh,"Tôi hay cáu gắt với chồng con vì thiếu ngủ. Tôi có thể đang bị bệnh gì?
"
3492,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy chán nản và tuyệt vọng vì không thể ngủ được. Tôi có thể đang bị bệnh gì?
"
3493,Mất Ngủ Sau Sinh,"Tôi hay lo lắng về sức khỏe của con và khó ngủ vào ban đêm. Tôi có thể đang bị bệnh gì?
"
3494,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy cô đơn và thiếu sự hỗ trợ vì mất ngủ sau sinh. Tôi có thể đang bị bệnh gì?
"
3495,Mất Ngủ Sau Sinh,"Tôi hay so sánh bản thân với những bà mẹ khác và cảm thấy thất bại vì mất ngủ. Tôi có thể đang bị bệnh gì?
"
3496,Mất Ngủ Sau Sinh,"Tôi đang cảm thấy tội lỗi vì không thể chăm sóc con tốt do mất ngủ. TTôi có thể đang bị bệnh gì?
"
3497,Mất Ngủ Sau Sinh,"Tôi hay lo lắng về việc mất ngủ sẽ ảnh hưởng đến sự phát triển của con. Tôi có thể đang bị bệnh gì?
"
